Mb.start	Mb.end	signif
379.972949706456	380.893307960935	ns
380.902699371695	382.151757002775	hi
382.161148413535	382.348976628735	ns
382.358368039495	384.076996208574	hi
384.086387619334	384.386912763654	ns
384.396304174414	387.551818189773	hi
387.561209600534	387.777212048013	ns
387.786603458773	388.885398517693	hi
388.894789928453	389.120183786693	ns
389.129575197453	389.176532251253	hi
389.185923662013	389.646102789253	ns
389.655494200013	390.716723615893	hi
390.726115026653	397.440973720051	ns
397.450365130811	397.685150399811	lo
397.694541810571	399.94848039297	ns
399.95787180373	400.07056873285	lo
400.07996014361	400.41805093097	ns
400.42744234173	401.15058097025	lo
401.15997238101	401.45110611457	ns
401.46049752533	401.62015150825	lo
401.62954291901	401.73284843737	ns
401.74223984813	401.87371959877	lo
401.88311100953	405.658458135049	ns
405.667849545809	405.667849545809	hi
405.677240956569	406.945081409168	ns
406.954472819928	407.095343981328	hi
407.104735392088	408.551012649128	ns
408.560404059888	408.626143935208	hi
408.635535345968	408.701275221288	ns
408.710666632048	408.983017544088	hi
408.992408954848	409.602850654247	ns
409.612242065007	409.856418744767	hi
409.865810155527	411.997660398047	ns
412.007051808807	412.119748737927	hi
412.129140148687	416.064141257126	ns
416.073532667886	416.383449222966	lo
416.392840633726	418.411993947125	ns
418.421385357885	418.543473697765	lo
418.552865108525	422.910479701164	ns
422.919871111924	423.004393808764	hi
423.013785219524	425.267723801923	ns
425.277115212683	425.417986374083	hi
425.427377784843	425.868774090563	ns
425.878165501323	426.159907824123	hi
426.169299234883	429.230899142642	ns
429.240290553402	429.653512626842	hi
429.662904037602	431.193703991481	ns
431.203095402242	431.353357974401	hi
431.362749385161	431.794754280121	ns
431.804145690881	431.991973906081	lo
432.001365316841	432.414587390281	ns
432.423978801041	432.461544444081	lo
432.470935854841	432.780852409921	ns
432.790243820681	433.043811911201	lo
433.053203321961	433.701210664401	ns
433.710602075161	434.133215559361	lo
434.142606970121	434.161389791641	ns
434.170781202401	434.499480579001	lo
434.508871989761	435.05357381384	ns
435.0629652246	435.31653331512	lo
435.32592472588	435.36349036892	ns
435.37288177968	435.4855787088	lo
